Id,Address,Bedrooms,Bathrooms,Type,Price
C4333470,"181 Dundas St E 701, Toronto",2,1,Condo Apt Apartment,2150
C4394140,"125 Redpath Ave 1805, Toronto",2,2,Condo Apt Apartment,2150
C4373060,"14 York St 1309, Toronto",2,1,Condo Apt Apartment,2150
C4381285,"138 Princess St 605, Toronto",1,1,Condo Apt Apartment,2150
C4387433,"12 Bonnycastle St 908, Toronto",1,1,Condo Apt Apartment,2150
C4395477,"1105 Leslie St 206, Toronto",1,2,Condo Apt Bachelor/Studio,2150
C4388677,"42 Charles St E 1403, Toronto",1,1,Condo Apt Apartment,2150
C4383742,"400 Adelaide St E 1607, Toronto",1,1,Condo Apt Apartment,2150
C4391987,"30 Canterbury Pl 705, Toronto",1,1,Condo Apt Apartment,2150
C4372152,"4K Spadina Ave 307, Toronto",1,1,Condo Apt Apartment,2150
W4387999,"1135 Royal York Rd 611, Toronto",2,1,Condo Apt Apartment,2150
W4393049,"160 Flemington Rd 1305, Toronto",2,1,Condo Apt Apartment,2150
C4388315,"125 Redpath Ave 515, Toronto",2,1,Condo Apt Apartment,2150
C4389336,"1171 Queen St W 311, Toronto",1,1,Comm Element Condo Apartment,2150
E4386023,"141 Rhodes Ave A, Toronto",2,1,Triplex 1 1/2 Storey,2150
C4396737,"25 Lower Simcoe St Ph 12, Toronto",1,1,Condo Apt Apartment,2150
C4393108,"88 Blue Jays Way, Toronto",1,1,Condo Apt Apartment,2150
C4398317,"50 Charles St E 1709, Toronto",1,1,Condo Apt Apartment,2150
C4394361,"125 Redpath Ave 711, Toronto",2,2,Condo Apt Apartment,2150
W4390845,"80 Parrotta Dr 129, Toronto",2,2,Condo Townhouse Apartment,2150
E4386090,"3050 Ellesmere Rd 1604, Toronto",2,2,Condo Apt Multi-Level,2150
C4396268,"150 East Liberty St 3009, Toronto",1,1,Comm Element Condo Apartment,2150
C4390780,"8 Park Rd 3016, Toronto",1,1,Condo Apt Apartment,2150
C4391283,"45 Charles St E 3108, Toronto",1,1,Condo Apt Apartment,2150
C4398079,"181 Dundas St 4609, Toronto",2,1,Condo Apt Apartment,2150
C4368236,"55 Ann O'reilly Rd 2506, Toronto",2,1,Condo Apt Apartment,2150
C4392071,"66 Forest Manor Rd 2511, Toronto",2,1,Condo Apt Apartment,2150
C4368534,"85 Queens Wharf Rd 2210, Toronto",1,1,Condo Apt Apartment,2150
W4370187,"10 Park Lawn Rd 3406, Toronto",1,1,Condo Apt Apartment,2150
C4383732,"18 Rean Dr Ph703, Toronto",2,1,Condo Apt Apartment,2150
W4394813,"100 Parrotta Dr 85, Toronto",2,2,Condo Townhouse Stacked Townhse,2150
C4383193,"51 East Liberty St 1214, Toronto",1,1,Condo Apt Apartment,2150
C4371604,"318 Richmond St W 3003, Toronto",1,1,Condo Apt Apartment,2150
C4384068,"8 Dovercourt Rd 707, Toronto",1,1,Condo Apt Apartment,2150
C4374331,"12 Bonnycastle St 523, Toronto",1,1,Condo Apt Apartment,2150
E4379823,"180 Markham Rd 914, Toronto",2,2,Condo Apt Apartment,2150
C4364775,"690 Crawford St Third, Toronto",1,1,Detached 3-Storey,2150
E4363381,"50 Town Center Crt 2401, Toronto",2,1,Condo Apt Apartment,2050
C4372964,"23 Sheppard Ave E 911, Toronto",2,1,Condo Apt Apartment,2150
E4387308,"70 Town Centre Crt 2601, Toronto",2,1,Condo Apt Apartment,2150
C4393863,"1080 Bay St 407, Toronto",1,1,Condo Apt Apartment,2150
W4394059,"5 Valhalla Inn Rd 906, Toronto",2,1,Condo Apt Apartment,2150
C4387219,"629 King St W 915, Toronto",1,1,Condo Apt Apartment,2150
W4370344,"2240 Lakeshore Blvd W 1205, Toronto",2,1,Condo Apt Apartment,2150
C4354848,"68 Abell St 811, Toronto",2,1,Condo Apt Apartment,2150
C4394788,"87 Peter St 2305, Toronto",1,1,Condo Apt Bachelor/Studio,2150
C4335821,"28 Ted Rogers Way 204, Toronto",2,1,Condo Apt Apartment,2150
C4347034,"290 Adelaide St W 1007, Toronto",2,1,Condo Apt Apartment,2150
E4378282,"1357 Neilson Rd 83, Toronto",2,2,Condo Townhouse Apartment,2150
C4394272,"506 Manning Ave 1, Toronto",1,1,Semi-Detached 3-Storey,2150
W4383383,"1 De Boers Dr 1110, Toronto",2,1,Condo Apt Apartment,2150
C4378041,"125 Redpath Ave 408, Toronto",2,2,Condo Apt Apartment,2150
W4397290,"56 Annie Craig Dr 1505, Toronto",2,1,Condo Apt Apartment,2150
E4383068,"12 Larkhall Ave, Toronto",3,1,Detached Bungalow,2150
C4358832,"250 Wellington St W 526, Toronto",1,1,Condo Apt Apartment,2150
C4393156,"125 Redpath Ave 603, Toronto",2,2,Condo Apt Apartment,2150
C4366400,"17 Kenaston Gdns 206, Toronto",2,1,Condo Apt Apartment,2150
W4370047,"10 Park Lawn Rd 3506, Toronto",1,1,Condo Apt Apartment,2150
C4372331,"51 Lower Simcoe St 1011, Toronto",1,1,Condo Apt Apartment,2150
C4397748,"125 Redpath Ave 907, Toronto",2,1,Condo Apt Apartment,2150
C4370751,"50 Camden St 410, Toronto",1,1,Condo Apt Apartment,2150
C4377588,"168 King St E 1211, Toronto",2,1,Condo Apt Apartment,2150
C4371488,"275 Yorkland Rd 2005, Toronto",2,1,Condo Apt Apartment,2150
C4388109,"775 King St W 609, Toronto",1,1,Condo Apt Apartment,2150
C4354830,"400 Adelaide St E 513, Toronto",1,1,Condo Apt Apartment,2150
C4381943,"89 Dunfield Ave 1603, Toronto",2,1,Condo Apt Apartment,2150
C4387357,"89 Mcgill St 3109, Toronto",2,2,Condo Apt Apartment,2150
C4397808,"125 Redpath Ave 506, Toronto",2,2,Condo Apt Apartment,2150
C4394013,"125 Redpath Ave 615, Toronto",2,1,Condo Apt Apartment,2150
W4379042,"20 Thomas Riley Rd 1810, Toronto",2,1,Condo Apt Apartment,2150
E4392938,"255 Village Green Sq 1501, Toronto",2,1,Condo Apt Apartment,2150
C4396981,"10 York St 1001, Toronto",2,1,Condo Apt Apartment,2150
C4395751,"955 Bay St 417, Toronto",2,1,Condo Apt Multi-Level,2150
C4354856,"400 Adelaide St E 211, Toronto",1,1,Condo Apt Apartment,2150
C4384174,"5180 Yonge St 1708, Toronto",2,1,Condo Apt Apartment,2150
C4394179,"955 Bay St 621, Toronto",2,1,Condo Apt Apartment,2150
C4367535,"38 Stewart St 608, Toronto",1,1,Condo Apt Apartment,2150
C4366373,"172 Davisville Ave B, Toronto",2,1,Condo Apt Stacked Townhse,2150
C4363874,"15 Grenville St 4707, Toronto",1,1,Condo Apt Apartment,2175
C4395400,"101 Erskine Ave 513, Toronto",2,1,Condo Apt Apartment,2175
C4372251,"8 Dovercourt Rd 812, Toronto",1,1,Condo Apt Apartment,2175
C4376110,"7 Kenaston Gdns 701, Toronto",1,1,Condo Apt Apartment,2180
W4391761,"1070 Sheppard Ave W 1409, Toronto",2,2,Condo Apt Apartment,2180
C4377581,"150 Fairview Mall Dr 407, Toronto",2,1,Condo Apt Apartment,2180
C4346285,"89 Mcgill St 3001, Toronto",1,1,Condo Apt Apartment,2180
C4352090,"832 Bay St 1404, Toronto",1,1,Condo Apt Apartment,2180
C4353502,"276 Brighton Ave Main, Toronto",3,1,Detached Bungalow,2180
W4390763,"79 Barrhead Cres, Toronto",2,1,Detached 1 1/2 Storey,2180
C4387355,"501 St Clair Ave 425, Toronto",1,1,Condo Apt Apartment,2180
C4370486,"55 Ann O'reilly Rd 3309, Toronto",2,2,Condo Apt Apartment,2180
C4391822,"2191 Yonge St 3304, Toronto",2,1,Condo Apt Apartment,2180
C4393936,"125 Redpath Ave 903, Toronto",2,1,Condo Apt Apartment,2180
C4390282,"2885 Bayview Ave 1402, Toronto",1,1,Condo Apt Apartment,2180
C4326302,"89 Dunfield Ave 639, Toronto",1,1,Condo Apt Apartment,2188
C4381368,"7 Kenaston Gdns 125, Toronto",2,1,Condo Apt Multi-Level,2190
C4369569,"51 Lower Simco St 803, Toronto",1,1,Co-Op Apt Apartment,2190
C4375167,"80 St Patrick St 621, Toronto",1,1,Condo Apt Apartment,2190
C4346214,"101 Erskine Ave 1101, Toronto",2,1,Condo Apt Apartment,2190
C4384690,"159 Dundas St E 504, Toronto",2,1,Condo Apt Apartment,2195
C4396991,"105 George St 414, Toronto",1,1,Condo Apt Apartment,2195
C4381020,"2191 Yonge St 912, Toronto",1,1,Condo Apt Apartment,2195
C4386980,"126 Simcoe St 3109, Toronto",1,1,Condo Apt Apartment,2195
C4389384,"50 Charles St E 506, Toronto",1,1,Condo Apt Apartment,2195
C4331580,"89 Dunfield Ave 509, Toronto",1,1,Condo Apt Apartment,2195
C4383126,"125 Redpath Ave W 507, Toronto",2,2,Condo Apt Apartment,2195
C4392468,"5180 Yonge St 508, Toronto",2,1,Condo Apt Apartment,2195
C4383029,"10 York St 6012, Toronto",1,1,Condo Apt Apartment,2195
W4395256,"312 Rustic Rd, Toronto",2,1,Other Apartment,2198
C4378586,"215 Fort York Blvd 1203, Toronto",1,1,Condo Apt Apartment,2199
W4364606,"11 Superior Ave 401, Toronto",1,1,Comm Element Condo Apartment,2199
E4389909,"4725 Sheppard Ave E 1203, Toronto",2,2,Condo Apt Apartment,2200
E4336424,"200 Woodbine Ave 208, Toronto",1,2,Condo Apt Apartment,2200
C4372243,"940 Eglinton Ave W 2, Toronto",2,1,Upper Level Apartment,2200
C4386433,"629 King St W 1326, Toronto",1,1,Condo Apt Apartment,2200
C4344422,"231 Fort York Blvd 2105, Toronto",1,1,Condo Apt Apartment,2200
C4361510,"60 Byng Ave 2107, Toronto",2,1,Condo Apt Apartment,2200
E4389627,"69 Hildenboro Sq Main, Toronto",3,1,Semi-Detached Bungalow,2200
C4370825,"98 Lillian St 1919, Toronto",1,1,Condo Apt Apartment,2200
C4374571,"80 Queens Wharf Rd 805, Toronto",1,1,Condo Apt Apartment,2200
W4342023,"233 Hullmar Dr, Toronto",3,1,Semi-Detached Bungalow,2200
C4365302,"68 Shuter St 1203, Toronto",2,1,Condo Apt Apartment,2200
C4374382,"215 Queen St W 2001, Toronto",1,1,Condo Apt Apartment,2200
E4392839,"4062 Lawrence Ave E 101, Toronto",2,1,Condo Apt 2-Storey,2200
C4372422,"889 Bay St 701, Toronto",1,1,Condo Apt Apartment,2200
W4361346,"2737 Keele St 719, Toronto",3,1,Condo Apt Apartment,2200
C4361721,"17 Dundonald St 905, Toronto",1,1,Condo Apt Apartment,2200
C4374158,"100 Harbour St 2005, Toronto",1,1,Condo Apt Apartment,2200
E4365519,"121 Ling Rd 1114, Toronto",2,2,Comm Element Condo Apartment,2200
C4379010,"208 Queens Quay W 2213, Toronto",1,1,Condo Apt Apartment,2200
C4396164,"88 Harbour St 2605, Toronto",1,1,Condo Apt Apartment,2200
C4375367,"12 Bonnycastle St 807, Toronto",2,1,Condo Apt Apartment,2200
C4393859,"1030 King St W 1126, Toronto",2,1,Condo Apt Apartment,2200
C4373006,"35 Hayden St 812, Toronto",2,1,Condo Apt Apartment,2200
C4370950,"942 Yonge St 310, Toronto",1,1,Condo Apt Apartment,2200
W4398418,"185 Legion Rd N 1911, Toronto",2,1,Condo Apt Apartment,2200
C4356681,"146 Pleasant Ave Main Fl, Toronto",3,1,Detached Bungalow,2200
C4397143,"455 Front St E S325, Toronto",2,2,Condo Apt Apartment,2200
C4377986,"5180 Yonge St 612, Toronto",2,1,Condo Apt Apartment,2200
W4378734,"160 Flemington Rd 1105, Toronto",2,1,Condo Apt Apartment,2200
C4390917,"125 Redpath Ave 1507, Toronto",2,1,Condo Apt Apartment,2200
C4384280,"125 Redpath Ave 905, Toronto",1,1,Condo Apt Apartment,2200
C4383377,"25 Lower Simcoe St 1505, Toronto",1,1,Condo Apt Apartment,2200
W4392603,"2121 Lake Shore Blvd # 715, Toronto",2,1,Condo Apt Apartment,2200
C4363796,"3 Calderon Cres Main, Toronto",3,2,Detached 1 1/2 Storey,2200
C4385242,"101 Erskine Ave 512, Toronto",2,1,Condo Apt Apartment,2200
C4388064,"58 Orchard View Blvd 1208, Toronto",1,1,Condo Apt Apartment,2200
C4387295,"460 Adelaide St E 1727, Toronto",1,1,Condo Apt Apartment,2200
E4395627,"59 Austin Ave Main, Toronto",1,1,Detached Apartment,2200
C4340104,"89 Mcgill St 1204, Toronto",2,1,Condo Apt Apartment,2200
E4388495,"83 Brimorton Dr Main, Toronto",3,1,Detached 2-Storey,2200
W4387944,"11 Pine St 9, Toronto",2,1,Condo Townhouse Apartment,2200
C4390865,"101 Charles St E 1805, Toronto",1,1,Condo Apt Apartment,2200
C4367706,"14 York St 1011, Toronto",1,1,Condo Apt Apartment,2200
W4397592,"44 Longbourne Dr 1002, Toronto",2,1,Condo Apt Apartment,2200
W4380271,"70 Regent St Main, Toronto",2,1,Triplex Apartment,2200
W4383198,"222 Scott Rd S, Toronto",3,1,Semi-Detached Bungalow-Raised,2200
W4392785,"2200 Lake Shore Blvd W 3608, Toronto",2,1,Condo Apt Apartment,2200
C4392911,"801 King St W 907, Toronto",1,1,Condo Apt Apartment,2200
C4366790,"101 Erskine Ave 1704, Toronto",2,1,Condo Apt Apartment,2200
E4392152,"317 Chisholm Ave, Toronto",3,1,Detached Bungalow,2200
W4334174,"150 Lothian Ave, Toronto",3,1,Detached Bungalow,2200
C4396965,"50 Ann O'reilly Rd 2205, Toronto",2,1,Condo Apt Apartment,2200
C4343281,"181 Dundas St E 1912, Toronto",2,1,Condo Apt Apartment,2200
C4391110,"12 Bonnycastle St 2703, Toronto",1,1,Condo Apt Apartment,2200
C4396454,"42 Western Battery Rd 724, Toronto",1,1,Condo Townhouse Apartment,2200
C4388704,"15 Maitland Pl 1605, Toronto",2,1,Condo Apt Apartment,2200
W4359835,"633 The Queensway Way, Toronto",2,1,Detached Bungalow,2200
C4379857,"125 Redpath Ave 305, Toronto",2,2,Condo Apt Apartment,2200
C4386225,"295 Adelaide St W 1303, Toronto",1,1,Condo Apt Apartment,2200
C4392395,"5 Shady Gfwy 308, Toronto",3,1,Condo Apt Apartment,2200
W4395724,"105 The Queensway 1709, Toronto",1,1,Condo Apt Apartment,2200
C4362443,"155 Yorkville Ave 1105, Toronto",1,1,Condo Apt Apartment,2200
C4390019,"18 Holmes Ave 2108, Toronto",2,1,Condo Apt Apartment,2200
C4392955,"197 Crawford St, Toronto",1,1,Semi-Detached 2 1/2 Storey,2200
C4335913,"100 Hayden St 902, Toronto",2,1,Condo Apt Apartment,2200
C4383262,"23 Sheppard Ave E 2106, Toronto",2,1,Condo Apt Apartment,2200
C4376671,"87 Peter St Ph207, Toronto",1,1,Condo Apt Apartment,2200
C4377996,"1055 Bay St 2214, Toronto",2,1,Condo Apt Apartment,2200
C4382828,"255 Richmond St E 1410, Toronto",1,1,Condo Apt Apartment,2200
C4371658,"65 Bremner Blvd 1806, Toronto",1,1,Condo Apt Apartment,2200
C4392875,"15 Grenville St 4007, Toronto",1,1,Condo Apt Apartment,2200
C4395612,"36 Lisgar St 529, Toronto",1,1,Condo Apt Apartment,2200
W4391855,"2125 Kipling Ave, Toronto",3,2,Detached Bungalow,2200
C4358921,"181 Dundas St E 706, Toronto",2,1,Condo Apt Apartment,2200
E4385687,"24 Sundance Cres (Main), Toronto",3,1,Detached Bungalow,2200
E4371736,"1357 Neilson Rd 88, Toronto",2,2,Att/Row/Twnhouse 3-Storey,2200
E4378054,"54 Kingston Rd, Toronto",2,1,Triplex 2-Storey,2200
C4394351,"125 Redpath Ave 1501, Toronto",2,2,Condo Apt Apartment,2200
C4391890,"4200 Bathurst St 803, Toronto",2,2,Condo Apt Apartment,2200
C4372628,"114 Sexton Cres Main, Toronto",3,1,Semi-Detached Bungalow-Raised,2200
C4395753,"12 Bonnycastle St 2203, Toronto",1,1,Condo Apt Apartment,2200
C4384424,"159 Dundas St E 203, Toronto",2,1,Condo Apt Apartment,2200
C4382348,"20 Fashion Roseway 405, Toronto",2,1,Condo Apt Apartment,2200
C4397188,"955 Bay St 323, Toronto",2,1,Condo Apt Apartment,2200
C4387404,"16 Harrison Garden Blvd 401, Toronto",2,1,Condo Apt Apartment,2200
C4396656,"319 Merton St Ph10, Toronto",2,1,Condo Apt Apartment,2200
W4385674,"105 The Queensway 2108, Toronto",1,1,Condo Apt Apartment,2200
C4384842,"10 Northtown Way 1203, Toronto",2,1,Condo Apt Apartment,2200
C4397639,"87 Peter St 2312, Toronto",1,1,Condo Apt Apartment,2200
C4392981,"11 Charlotte St 507, Toronto",1,1,Condo Apt Loft,2200
W4391005,"14 Humberland Crt, Toronto",3,2,Detached Bungalow,2200
C4364050,"650 Sheppard Ave E 214, Toronto",2,1,Condo Apt Apartment,2200
C4383098,"5180 Yonge St 804, Toronto",1,1,Condo Apt Apartment,2200
E4396962,"407 Woodbine Ave, Toronto",1,1,Detached 2-Storey,2200
C4365756,"20 Blue Jays Way 221, Toronto",1,1,Condo Apt Apartment,2200
W4383466,"367 Kipling Ave, Toronto",3,2,Detached Bungalow,2200
C4358168,"736 Bay St 611, Toronto",1,1,Condo Apt Apartment,2200
C4388082,"125 Redpath Ave 404, Toronto",2,2,Condo Apt Apartment,2200
C4390935,"3 Rean Dr 2512, Toronto",2,2,Condo Apt Apartment,2200
C4378030,"125 Redpath Ave 1209, Toronto",2,2,Condo Apt Apartment,2200
C4360175,"763 Bay St 2301, Toronto",1,1,Condo Apt Apartment,2200
C4389968,"935 Sheppard Ave W 408, Toronto",2,2,Condo Apt Apartment,2200
C4382752,"1101 Steeles Ave W 406, Toronto",3,2,Condo Apt Apartment,2220
W4383839,"1130 Briar Hill Ave 206, Toronto",2,1,Condo Townhouse 3-Storey,2225
W4397632,"1110 Briar Hill Ave 201, Toronto",2,1,Condo Townhouse 3-Storey,2225
C4398290,"460 Adelaide St E 707, Toronto",2,1,Condo Apt Apartment,2225
C4377083,"28 Ted Rogers Way 2607, Toronto",2,1,Condo Apt Apartment,2225
C4371828,"12 Bonnycastle St 710, Toronto",2,2,Condo Apt Apartment,2240
C4375875,"260 Queens Quay W 1008, Toronto",2,1,Condo Apt Apartment,2249
C4355078,"68 Abell St 208, Toronto",2,1,Condo Apt Apartment,2249
C4351007,"100 Harrison Garden Blvd 901, Toronto",2,1,Condo Apt Apartment,2249
C4382853,"125 Redpath Ave 1107, Toronto",2,1,Condo Apt Apartment,2250
C4381465,"14 York St 2312, Toronto",2,1,Condo Apt Apartment,2250
C4396007,"33 Singer Crt 3112, Toronto",2,1,Condo Apt Apartment,2250
E4390273,"68 Corporate Dr 532, Toronto",3,2,Condo Apt Apartment,2250
C4396311,"88 Scott St 1113, Toronto",1,1,Comm Element Condo Apartment,2250
C4390408,"65 Bremner Blvd 2111, Toronto",2,1,Condo Apt Apartment,2250
C4393821,"42 Charles St E 1101, Toronto",2,1,Condo Apt Apartment,2250
C4394988,"100 Harbour St 5901, Toronto",1,1,Condo Apt Apartment,2250
W4383734,"1140 Briar Hill Ave 203, Toronto",2,1,Condo Townhouse 3-Storey,2250
C4358058,"5 St Joseph St 3906, Toronto",1,1,Condo Apt Apartment,2250
C4343026,"17 Barberry Pl 2005, Toronto",2,2,Condo Apt Apartment,2250
C4382845,"1030 King St W 901, Toronto",1,1,Condo Apt Apartment,2250
C4369394,"736 Bay St 1602, Toronto",1,1,Condo Apt Apartment,2250
W4397545,"2119 Lake Shore Blvd W 318, Toronto",2,2,Condo Apt Apartment,2250
C4385112,"5162 Yonge St 115, Toronto",1,1,Condo Apt Apartment,2250
C4394063,"125 Redpath Ave 1709, Toronto",2,2,Condo Apt Apartment,2250
W4384786,"33 Shore Breeze Dr, Toronto",1,1,Condo Apt Apartment,2250
C4378166,"12 Bonnycastle St 724, Toronto",1,1,Condo Apt Apartment,2250
C4390330,"28 Ted Rogers Way 3005, Toronto",1,1,Condo Apt Apartment,2250
W4373543,"56 Annie Craig Dr 803, Toronto",2,1,Condo Apt Apartment,2250
C4352188,"37 Grosvenor St 1104, Toronto",1,1,Condo Townhouse Apartment,2250
C4394624,"600 Fleet St 1601, Toronto",2,1,Condo Apt Apartment,2250
C4375044,"36 Blue Jays Way 615, Toronto",1,1,Condo Apt Apartment,2250
C4368614,"101 Charles St E 4005, Toronto",1,1,Condo Apt Apartment,2250
C4382669,"58 Orchard View Blvd 603, Toronto",2,1,Condo Apt Apartment,2250
C4396354,"125 Redpath Ave 1101, Toronto",2,2,Condo Apt Apartment,2250
C4387375,"955 Bay St 622, Toronto",2,1,Condo Apt Apartment,2250
C4391366,"373 Front St W 2711, Toronto",2,1,Condo Apt Apartment,2250
C4382051,"28 Byng Ave 205, Toronto",1,1,Condo Apt Apartment,2250
C4394281,"51 East Liberty St 1701, Toronto",1,2,Condo Apt Apartment,2250
C4364034,"125 Redpath Ave 311, Toronto",2,2,Condo Apt Apartment,2250
W4368844,"1140 Briar Hill Ave 204, Toronto",2,1,Condo Townhouse 3-Storey,2250
C4387387,"75 St Nicholas St 1505, Toronto",1,1,Condo Apt Apartment,2250
C4352459,"629 King St W 716, Toronto",1,1,Condo Apt Apartment,2250
C4387423,"85 Queens Wharf Rd 2709, Toronto",1,1,Condo Apt Apartment,2250
C4376490,"8 Park Rd 3707, Toronto",2,1,Condo Apt Apartment,2250
C4370363,"88 Sheppard Ave E 709, Toronto",2,1,Condo Apt Apartment,2250
W4386935,"2 Eva Rd 2128, Toronto",2,2,Condo Apt Apartment,2250
C4262876,"151 Dan Leckie Way 836, Toronto",2,1,Condo Apt Apartment,2250
C4367495,"111 Bathurst St #1311, Toronto",1,1,Condo Apt Apartment,2250
C4383412,"35 Hayden St 1209, Toronto",2,1,Condo Apt Apartment,2250
C4355234,"51 Lower Simcoe St 501, Toronto",2,1,Condo Apt Apartment,2250
C4395598,"28 William Carson Cres 808, Toronto",2,1,Condo Apt Apartment,2250
C4391814,"5162 Yonge St 1210, Toronto",1,1,Condo Apt Apartment,2250
W4386033,"215 Westmoreland Ave Upper, Toronto",1,1,Semi-Detached 2-Storey,2250
W4370285,"16 Brookers Lane 1705, Toronto",2,1,Condo Apt Apartment,2250
C4371855,"50 Charles St E 3111, Toronto",1,1,Condo Apt Apartment,2250
C4365042,"21 Nelson St 304, Toronto",1,1,Condo Apt Apartment,2250
C4395582,"125 Redpath Ave 715, Toronto",2,1,Condo Apt Apartment,2250
W4366643,"33 Shore Breeze Dr 407, Toronto",1,1,Condo Apt Apartment,2250
C4380155,"15 Iceboat Terr 4115, Toronto",1,1,Condo Apt Apartment,2250
C4384951,"295 Adelaide St W 2403, Toronto",1,1,Condo Apt Apartment,2250
W4398208,"1410 Dupont St 2410, Toronto",2,1,Condo Apt Apartment,2250
W4392522,"16 Brookers Lane 2610, Toronto",1,1,Condo Apt Apartment,2250
W4396195,"185 Legion Rd 2011, Toronto",2,1,Condo Apt Apartment,2250
C4365340,"68 Canterbury Pl 1607, Toronto",2,2,Condo Apt Apartment,2250
W4363741,"5229 Dundas St W 1501, Toronto",2,1,Condo Apt Apartment,2250
C4390909,"36 Lisgar St 311 W, Toronto",2,1,Condo Apt Apartment,2250
C4392541,"5180 Yonge St 2203, Toronto",1,1,Condo Apt Apartment,2250
C4388514,"460 Adelaide St E 738, Toronto",2,1,Comm Element Condo Apartment,2250
C4335308,"736 Bay St 2408, Toronto",1,1,Comm Element Condo Apartment,2250
C4356551,"461 Adelaide St W 736, Toronto",1,1,Condo Apt Apartment,2250
E4395928,"125 Village Green Sq 2804, Toronto",2,2,Condo Apt Apartment,2250
E4360083,"68 Corporate Dr 2738, Toronto",2,2,Condo Apt Apartment,2250
C4392688,"1815 Yonge St 2007, Toronto",1,1,Condo Apt Apartment,2250
C4397703,"125 Redpath Ave 714, Toronto",2,1,Condo Apt Apartment,2250
W4375005,"33 Shore Breeze Dr 2508, Toronto",1,1,Condo Apt Apartment,2275
C4389424,"955 Bay St 605, Toronto",1,1,Condo Apt Apartment,2275
C4386163,"125 Redpath Ave 306, Toronto",2,2,Condo Apt Apartment,2275
C4349295,"40 Scollard St 1404, Toronto",1,1,Condo Apt Apartment,2275
C4356066,"5200 Yonge St #1102, Toronto",1,1,Condo Apt Apartment,2280
C4374796,"5162 Yonge St 116, Toronto",2,1,Condo Apt Apartment,2280
C4372963,"30 Nelson St 3003, Toronto",1,1,Condo Apt Apartment,2280
C4374763,"1080 Bay St 5304, Toronto",1,1,Condo Apt Apartment,2280
C4379774,"23 Sheppard Ave E 305, Toronto",1,1,Condo Apt Apartment,2280
C4380027,"125 Redpath Ave 1001, Toronto",2,2,Condo Apt Apartment,2280
C4372233,"28 Ted Rogers Way 3210, Toronto",1,1,Condo Apt Apartment,2280
C4380001,"125 Redpath Ave 302, Toronto",2,2,Condo Apt Apartment,2280
C4390376,"177 Linus Rd 714, Toronto",2,1,Condo Apt Apartment,2280
C4398234,"125 Redpath Ave 1006, Toronto",2,2,Condo Apt Apartment,2280
C4398239,"125 Redpath Ave 1106, Toronto",2,2,Condo Apt Apartment,2280
C4395295,"125 Redpath Ave 1901, Toronto",2,2,Condo Apt Apartment,2280
C4396051,"1 Clairtrell Rd 507, Toronto",2,1,Condo Apt Apartment,2280
C4374183,"19 Grand Trunk Cres 1503, Toronto",2,1,Condo Apt Apartment,2290
C4379342,"25 Oxley St 406, Toronto",1,1,Condo Apt Loft,2290
C4379234,"15 Fort York Blvd 2507, Toronto",2,1,Condo Apt Apartment,2290
C4330186,"170 Sumach St 427, Toronto",1,1,Condo Apt Apartment,2290
C4366442,"535 Westmount Ave, Toronto",2,1,Detached Bungalow,2295
C4359581,"349 Manning Ave Lower, Toronto",2,1,Semi-Detached Apartment,2295
C4387112,"464 Summerhill Ave 12, Toronto",2,1,Multiplex Apartment,2295
C4394814,"122 Lawrence Ave W Main, Toronto",2,1,Detached Bungalow,2295
E4375805,"255 Bamburgh Circ 2305, Toronto",3,2,Condo Apt Apartment,2295
C4341414,"33 Mill St 2401, Toronto",1,1,Condo Apt Apartment,2295
E4357359,"2247 Queen St E Upper, Toronto",2,1,Upper Level Apartment,2295
C4382338,"500 Sherbourne St 1206, Toronto",2,1,Condo Apt Apartment,2295
C4383587,"55 Merchants' Wharf 326, Toronto",1,1,Comm Element Condo Apartment,2295
C4396413,"225 Sackville St 507, Toronto",2,2,Condo Apt Apartment,2299
C4389039,"111 Elizabeth St 1122, Toronto",1,1,Condo Apt Apartment,2300
C4397179,"37 Grosvenor St 304, Toronto",1,1,Condo Apt Apartment,2300
C4370890,"15 Grenville St 501, Toronto",2,1,Condo Apt Apartment,2300
C4393360,"12 York St 403, Toronto",2,1,Condo Apt Apartment,2300
C4375173,"2 Anndale Dr 901, Toronto",1,1,Condo Apt Apartment,2300
W4367926,"1130 Briar Hill Ave 202, Toronto",2,1,Condo Townhouse 3-Storey,2300
C4369521,"128 Fairview Mall Dr 405, Toronto",2,2,Condo Apt Apartment,2300
W4394810,"11 Michael Power Pl 503, Toronto",2,2,Condo Apt Apartment,2300
C4398295,"199 Richmond St W 1005, Toronto",1,1,Condo Apt Apartment,2300
C4392232,"2885 Bayview Ave 1106, Toronto",1,2,Condo Apt Apartment,2300
C4390334,"608 Richmond St W 205, Toronto",1,1,Condo Apt Apartment,2300
C4361114,"763 Bay St 301, Toronto",1,1,Condo Apt Apartment,2300
C4372191,"8 Telegram Mews 605, Toronto",2,1,Condo Apt Apartment,2300
C4391692,"19 Grand Trunk Cres 2807, Toronto",1,1,Condo Apt Apartment,2300
C4379588,"633 Bay St 2509, Toronto",2,1,Condo Apt Apartment,2300
C4376685,"60 Byng Ave 2315, Toronto",2,1,Condo Apt Apartment,2300
C4390079,"1 Bloor St E 1603, Toronto",1,1,Condo Apt Apartment,2300
C4375755,"10 York St 4901, Toronto",2,1,Condo Apt Apartment,2300
C4380813,"68 Shuter St Ph07, Toronto",2,1,Condo Apt Apartment,2300
